Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
1948,862,"Venezuela (Bolivarian Rep. of)",01,"Imports",838.955,,,1.345139,,
1948,704,"Viet Nam",02,"Exports",,,"Not publishable",,,"Not publishable"
1948,704,"Viet Nam",01,"Imports",,,"Not publishable",,,"Not publishable"
1948,887,"Yemen",02,"Exports",,,"Not applicable",,,"Not applicable"
1948,887,"Yemen",01,"Imports",,,"Not applicable",,,"Not applicable"
1948,886,"Yemen, Arab Republic",02,"Exports",6,,,0.010228,,
1948,886,"Yemen, Arab Republic",01,"Imports",8,,,0.012827,,
1948,720,"Yemen, Democratic",02,"Exports",52.39,,,0.089308,,
1948,720,"Yemen, Democratic",01,"Imports",110.825,,,0.177691,,
1948,890,"Yugoslavia, Soc. Fed. Rep. of",02,"Exports",304,,,0.518224,,
1948,890,"Yugoslavia, Soc. Fed. Rep. of",01,"Imports",315.7,,,0.506178,,
1948,894,"Zambia",02,"Exports",115.3,,,0.19655,,
1948,894,"Zambia",01,"Imports",51.181,,,0.082061,,
1948,716,"Zimbabwe",02,"Exports",99,,,0.168764,,
1948,716,"Zimbabwe",01,"Imports",171,,,0.274173,,
1948,5600,"Asia and Oceania",02,"Exports",9532.128,,,16.249255,,
1948,5600,"Asia and Oceania",01,"Imports",10241.591,,,16.420863,,
1948,5702,"Northern America and Europe",02,"Exports",37534.926,,,63.985144,,
1948,5702,"Northern America and Europe",01,"Imports",39976.398,,,64.096189,,
1948,5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",39702.335,,,67.679889,,
1948,5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",41768.12,,,66.968947,,
1948,5703,"Central and Southern Asia",02,"Exports",2636.739,,,4.494804,,
1948,5703,"Central and Southern Asia",01,"Imports",2268.328,,,3.636925,,
1948,5704,"Eastern and South-Eastern Asia",02,"Exports",3805.179,,,6.486623,,
1948,5704,"Eastern and South-Eastern Asia",01,"Imports",4761.989,,,7.635139,,
1948,5705,"Western Asia and Northern Africa",02,"Exports",2157.053,,,3.677091,,
1948,5705,"Western Asia and Northern Africa",01,"Imports",3106.528,,,4.980854,,
1948,1400,"Developing economies",02,"Exports",18653.594,,,31.798461,,
1948,1400,"Developing economies",01,"Imports",19540.633,,,31.330489,,
1948,1410,"Developing economies: Africa",02,"Exports",4373.538,,,7.455495,,
1948,1410,"Developing economies: Africa",01,"Imports",5033.525,,,8.070506,,
1948,1420,"Developing economies: Americas",02,"Exports",7221.347,,,12.310106,,
1948,1420,"Developing economies: Americas",01,"Imports",7117.87,,,11.412442,,
1948,1460,"Developing economies: Asia and Oceania",02,"Exports",7058.709,,,12.03286,,
1948,1460,"Developing economies: Asia and Oceania",01,"Imports",7389.238,,,11.84754,,
1948,1430,"Developing economies: Asia",02,"Exports",6984.646,,,11.906606,,
1948,1430,"Developing economies: Asia",01,"Imports",7305.54,,,11.713343,,
1948,1450,"Developing economies: Oceania",02,"Exports",74.063,,,0.126254,,
1948,1450,"Developing economies: Oceania",01,"Imports",83.698,,,0.134197,,
1948,1500,"Developed economies",02,"Exports",40008.345,,,68.201539,,
1948,1500,"Developed economies",01,"Imports",42828.751,,,68.669511,,
1948,1520,"Developed economies: Americas",02,"Exports",15860.91,,,27.037821,,
1948,1520,"Developed economies: Americas",01,"Imports",10827.27,,,17.359912,,
1948,1560,"Developed economies: Asia and Oceania",02,"Exports",2473.419,,,4.216395,,
1948,1560,"Developed economies: Asia and Oceania",01,"Imports",2852.353,,,4.573322,,
1948,1530,"Developed economies: Asia",02,"Exports",306.01,,,0.52165,,
1948,1530,"Developed economies: Asia",01,"Imports",1060.631,,,1.700564,,
1948,1550,"Developed economies: Oceania",02,"Exports",2167.409,,,3.694745,,
1948,1550,"Developed economies: Oceania",01,"Imports",1791.722,,,2.872759,,
1948,1540,"Developed economies: Europe",02,"Exports",21674.016,,,36.947323,,
1948,1540,"Developed economies: Europe",01,"Imports",29149.128,,,46.736277,,
1948,1600,"Developing economies excluding China",02,"Exports",18133.594,,,30.912026,,
1948,1600,"Developing economies excluding China",01,"Imports",19153.633,,,30.709992,,
1948,1601,"Developing economies excluding LDCs",02,"Exports",17228.48,,,29.369094,,
1948,1601,"Developing economies excluding LDCs",01,"Imports",18222.734,,,29.217435,,
1948,1610,"LDCs (Least developed countries)",02,"Exports",1425.114,,,2.429367,,
1948,1610,"LDCs (Least developed countries)",01,"Imports",1317.899,,,2.113054,,
1948,1614,"LDCs: Africa",02,"Exports",1049.584,,,1.789208,,
1948,1614,"LDCs: Africa",01,"Imports",926.977,,,1.486269,,
1948,1612,"LDCs: Asia",02,"Exports",335.63,,,0.572143,,
1948,1612,"LDCs: Asia",01,"Imports",352.714,,,0.565524,,
1948,1615,"LDCs: Islands and Haiti",02,"Exports",39.9,,,0.068017,,
1948,1615,"LDCs: Islands and Haiti",01,"Imports",38.208,,,0.061261,,
1948,1620,"LLDCs (Landlocked developing countries)",02,"Exports",532.308,,,0.907416,,
1948,1620,"LLDCs (Landlocked developing countries)",01,"Imports",446.621,,,0.71609,,
1948,1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",2321.804,,,3.957939,,
1948,1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",2525.269,,,4.048892,,
1948,1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",71.27,,,0.121493,,
1948,1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",73.884,,,0.118462,,
1948,1642,"SIDS: Caribbean",02,"Exports",1486.268,,,2.533616,,
1948,1642,"SIDS: Caribbean",01,"Imports",1521.859,,,2.440074,,
1948,1643,"SIDS: Pacific",02,"Exports",764.266,,,1.302831,,
1948,1643,"SIDS: Pacific",01,"Imports",929.526,,,1.490356,,
1948,2623,"Low-income developing economies",02,"Exports",1691.09,,,2.882772,,
1948,2623,"Low-income developing economies",01,"Imports",1562.415,,,2.505099,,
1948,2622,"Middle-income developing economies",02,"Exports",7326.666,,,12.489642,,
1948,2622,"Middle-income developing economies",01,"Imports",8750.807,,,14.030613,,
1948,2621,"High-income developing economies",02,"Exports",9581.853,,,16.33402,,
1948,2621,"High-income developing economies",01,"Imports",9154.986,,,14.678654,,
1948,2711,"BRICS",02,"Exports",5463.75,,,9.313961,,
1948,2711,"BRICS",01,"Imports",5704.37,,,9.146106,,
1948,3412,"European Union (2020 …)",02,"Exports",12260.682,,,20.900574,,
1948,3412,"European Union (2020 …)",01,"Imports",17404.253,,,27.905122,,
1948,3916,"G20 (Group of Twenty)",02,"Exports",36091.243,,,61.524122,,
1948,3916,"G20 (Group of Twenty)",01,"Imports",35313.303,,,56.619612,,
1948,3919,"G-77 (Group of 77)",02,"Exports",16998.86,,,28.977665,,
1948,3919,"G-77 (Group of 77)",01,"Imports",17366.429,,,27.844477,,
1948,3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Exports",39590.782,,,67.489726,,
1948,3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Imports",42641.396,,,68.369115,,
1949,0000,"World",02,"Exports",58653.875,,,100,,
1949,0000,"World",01,"Imports",62280.931,,,100,,
1949,5100,"Africa",02,"Exports",4294.639,,,7.322004,,
1949,5100,"Africa",01,"Imports",5070.79,,,8.141802,,
1949,5110,"Northern Africa",02,"Exports",1245.409,,,2.123319,,
1949,5110,"Northern Africa",01,"Imports",1737.819,,,2.790291,,
1949,5120,"Sub-Saharan Africa",02,"Exports",3049.23,,,5.198685,,
1949,5120,"Sub-Saharan Africa",01,"Imports",3332.971,,,5.351511,,
1949,5121,"Eastern Africa",02,"Exports",642.376,,,1.095198,,
1949,5121,"Eastern Africa",01,"Imports",879.54,,,1.412214,,
1949,5122,"Middle Africa",02,"Exports",430.8,,,0.734478,,
1949,5122,"Middle Africa",01,"Imports",481.2,,,0.772628,,
1949,5123,"Southern Africa",02,"Exports",1155.83,,,1.970594,,
1949,5123,"Southern Africa",01,"Imports",1267.88,,,2.035743,,
1949,5124,"Western Africa",02,"Exports",820.224,,,1.398414,,
1949,5124,"Western Africa",01,"Imports",704.351,,,1.130926,,
1949,5200,"Americas",02,"Exports",21318.417,,,36.346136,,
1949,5200,"Americas",01,"Imports",16877.532,,,27.099036,,
1949,5210,"Northern America",02,"Exports",15106.99,,,25.756167,,
1949,5210,"Northern America",01,"Imports",10431.63,,,16.749316,,
1949,5220,"Latin America and the Caribbean",02,"Exports",6211.427,,,10.589969,,
1949,5220,"Latin America and the Caribbean",01,"Imports",6445.902,,,10.34972,,
1949,5221,"Caribbean",02,"Exports",1333.615,,,2.273703,,
1949,5221,"Caribbean",01,"Imports",1434.67,,,2.303546,,
1949,5222,"Central America",02,"Exports",685.076,,,1.167998,,
1949,5222,"Central America",01,"Imports",736.279,,,1.18219,,
1949,5223,"South America",02,"Exports",4192.736,,,7.148268,,
1949,5223,"South America",01,"Imports",4274.953,,,6.863984,,
1949,5300,"Asia",02,"Exports",7205.645,,,12.285028,,
1949,5300,"Asia",01,"Imports",9300.884,,,14.933759,,
1949,5330,"Eastern Asia",02,"Exports",1069.604,,,1.823586,,
1949,5330,"Eastern Asia",01,"Imports",1767.418,,,2.837816,,
1949,5350,"South-eastern Asia",02,"Exports",2501.829,,,4.265411,,
1949,5350,"South-eastern Asia",01,"Imports",2982.022,,,4.788018,,
1949,5320,"Southern Asia",02,"Exports",2579.068,,,4.397097,,
1949,5320,"Southern Asia",01,"Imports",3028.157,,,4.862093,,
1949,5340,"Western Asia",02,"Exports",1055.144,,,1.798933,,
1949,5340,"Western Asia",01,"Imports",1523.287,,,2.445832,,
1949,5400,"Europe",02,"Exports",23636.946,,,40.299036,,
1949,5400,"Europe",01,"Imports",29006.804,,,46.574134,,
1949,5410,"Eastern Europe",02,"Exports",3318.121,,,5.657122,,
1949,5410,"Eastern Europe",01,"Imports",3110,,,4.993503,,
1949,5420,"Northern Europe",02,"Exports",9839.737,,,16.775937,,
1949,5420,"Northern Europe",01,"Imports",12172.045,,,19.543775,,
1949,5430,"Southern Europe",02,"Exports",2004.209,,,3.41701,,
1949,5430,"Southern Europe",01,"Imports",3120.317,,,5.010068,,
1949,5440,"Western Europe",02,"Exports",8474.879,,,14.448967,,
1949,5440,"Western Europe",01,"Imports",10604.442,,,17.026788,,
1949,5500,"Oceania",02,"Exports",2198.228,,,3.747797,,
1949,5500,"Oceania",01,"Imports",2024.921,,,3.25127,,
1949,0001,"Individual economies",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,0001,"Individual economies",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,004,"Afghanistan",02,"Exports",47,,,0.080131,,
1949,004,"Afghanistan",01,"Imports",52,,,0.083493,,
1949,012,"Algeria",02,"Exports",334.516,,,0.570322,,
1949,012,"Algeria",01,"Imports",456.9,,,0.733611,,
1949,016,"American Samoa",02,"Exports",1,,,0.001705,,
1949,016,"American Samoa",01,"Imports",1,,,0.001606,,
1949,024,"Angola",02,"Exports",70,,,0.119344,,
1949,024,"Angola",01,"Imports",50.9,,,0.081726,,
1949,028,"Antigua and Barbuda",02,"Exports",1.674,,,0.002854,,
1949,028,"Antigua and Barbuda",01,"Imports",2.751,,,0.004417,,
1949,032,"Argentina",02,"Exports",1043.5,,,1.779081,,
1949,032,"Argentina",01,"Imports",1179.6,,,1.893999,,
1949,051,"Armenia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,051,"Armenia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,036,"Australia",02,"Exports",1592.04,,,2.714296,,
1949,036,"Australia",01,"Imports",1492.13,,,2.395806,,
1949,040,"Austria",02,"Exports",285.98,,,0.487572,,
1949,040,"Austria",01,"Imports",592,,,0.950532,,
1949,031,"Azerbaijan",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,031,"Azerbaijan",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,044,"Bahamas",02,"Exports",2,,,0.00341,,
1949,044,"Bahamas",01,"Imports",17.5,,,0.028098,,
1949,048,"Bahrain",02,"Exports",135,,,0.230164,,
1949,048,"Bahrain",01,"Imports",120,,,0.192675,,
1949,052,"Barbados",02,"Exports",17.327,,,0.029541,,
1949,052,"Barbados",01,"Imports",26.299,,,0.042226,,
1949,112,"Belarus",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,112,"Belarus",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,056,"Belgium",02,"Exports",1759,,,2.998949,,
1949,056,"Belgium",01,"Imports",1789.7,,,2.873592,,
1949,084,"Belize",02,"Exports",5,,,0.008525,,
1949,084,"Belize",01,"Imports",8,,,0.012845,,
1949,204,"Benin",02,"Exports",11.357,,,0.019363,,
1949,204,"Benin",01,"Imports",13.508,,,0.021689,,
1949,068,"Bolivia (Plurinational State of)",02,"Exports",89,,,0.151738,,
1949,068,"Bolivia (Plurinational State of)",01,"Imports",78.4,,,0.125881,,
1949,535,"Bonaire, Sint Eustatius and Saba",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,535,"Bonaire, Sint Eustatius and Saba",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,070,"Bosnia and Herzegovina",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,070,"Bosnia and Herzegovina",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,076,"Brazil",02,"Exports",1100,,,1.875409,,
1949,076,"Brazil",01,"Imports",1156,,,1.856106,,
1949,096,"Brunei Darussalam",02,"Exports",26,,,0.044328,,
1949,096,"Brunei Darussalam",01,"Imports",15.5,,,0.024887,,
1949,132,"Cabo Verde",02,"Exports",6.943,,,0.011837,,
1949,132,"Cabo Verde",01,"Imports",9.786,,,0.015713,,
1949,120,"Cameroon",02,"Exports",49.8,,,0.084905,,
1949,120,"Cameroon",01,"Imports",65.3,,,0.104848,,
1949,124,"Canada",02,"Exports",3049.99,,,5.19998,,
1949,124,"Canada",01,"Imports",2878.63,,,4.622009,,
1949,152,"Chile",02,"Exports",293.8,,,0.500905,,
1949,152,"Chile",01,"Imports",304.6,,,0.489074,,
1949,344,"China, Hong Kong SAR",02,"Exports",526.304,,,0.897305,,
1949,344,"China, Hong Kong SAR",01,"Imports",624.121,,,1.002106,,
1949,446,"China, Macao SAR",02,"Exports",2,,,0.00341,,
1949,446,"China, Macao SAR",01,"Imports",41,,,0.065831,,
1949,158,"China, Taiwan Province of",02,"Exports",17,,,0.028984,,
1949,158,"China, Taiwan Province of",01,"Imports",58.8,,,0.094411,,
1949,170,"Colombia",02,"Exports",335.2,,,0.571488,,
1949,170,"Colombia",01,"Imports",264.6,,,0.424849,,
1949,178,"Congo",02,"Exports",41,,,0.069902,,
1949,178,"Congo",01,"Imports",82,,,0.131661,,
1949,188,"Costa Rica",02,"Exports",51.2,,,0.087292,,
1949,188,"Costa Rica",01,"Imports",43.4,,,0.069684,,
1949,384,"Cote d'Ivoire",02,"Exports",42,,,0.071607,,
1949,191,"Croatia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,191,"Croatia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,192,"Cuba",02,"Exports",578,,,0.985442,,
1949,192,"Cuba",01,"Imports",451,,,0.724138,,
1949,531,"Curacao",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,531,"Curacao",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,196,"Cyprus",02,"Exports",30.684,,,0.052314,,
1949,196,"Cyprus",01,"Imports",41.029,,,0.065877,,
1949,203,"Czechia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,203,"Czechia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,200,"Czechoslovakia",02,"Exports",806.2,,,1.374504,,
1949,200,"Czechoslovakia",01,"Imports",718,,,1.152841,,
1949,180,"Dem. Rep. of the Congo",02,"Exports",235,,,0.400656,,
1949,180,"Dem. Rep. of the Congo",01,"Imports",228,,,0.366083,,
1949,278,"Democratic Republic of Germany",02,"Exports",330,,,0.562623,,
1949,278,"Democratic Republic of Germany",01,"Imports",331,,,0.531463,,
1949,208,"Denmark",02,"Exports",685.274,,,1.168335,,
1949,208,"Denmark",01,"Imports",810.78,,,1.301811,,
1949,262,"Djibouti",02,"Exports",12,,,0.020459,,
1949,262,"Djibouti",01,"Imports",14,,,0.022479,,
1949,214,"Dominican Republic",02,"Exports",73.75,,,0.125738,,
1949,214,"Dominican Republic",01,"Imports",52.451,,,0.084217,,
1949,218,"Ecuador",02,"Exports",41.7,,,0.071095,,
1949,218,"Ecuador",01,"Imports",55.32,,,0.088823,,
1949,818,"Egypt",02,"Exports",526.834,,,0.898208,,
1949,818,"Egypt",01,"Imports",680.303,,,1.092313,,
1949,222,"El Salvador",02,"Exports",54.96,,,0.093702,,
1949,222,"El Salvador",01,"Imports",40.8,,,0.06551,,
1949,226,"Equatorial Guinea",02,"Exports",30,,,0.051148,,
1949,226,"Equatorial Guinea",01,"Imports",50,,,0.080281,,
1949,232,"Eritrea",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,232,"Eritrea",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,233,"Estonia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,233,"Estonia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,231,"Ethiopia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,231,"Ethiopia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,230,"Ethiopia (...1991)",02,"Exports",37.835,,,0.064506,,
1949,230,"Ethiopia (...1991)",01,"Imports",47.938,,,0.076971,,
1949,234,"Faroe Islands",02,"Exports",15.1,,,0.025744,,
1949,234,"Faroe Islands",01,"Imports",9,,,0.014451,,
1949,280,"Federal Republic of Germany",02,"Exports",985,,,1.679343,,
1949,280,"Federal Republic of Germany",01,"Imports",2089,,,3.354157,,
1949,242,"Fiji",02,"Exports",22.392,,,0.038177,,
1949,242,"Fiji",01,"Imports",22.867,,,0.036716,,
1949,246,"Finland",02,"Exports",468.637,,,0.798987,,
1949,246,"Finland",01,"Imports",399.879,,,0.642057,,
1949,250,"France",02,"Exports",2840.497,,,4.842812,,
1949,250,"France",01,"Imports",2862.782,,,4.596563,,
1949,254,"French Guiana",02,"Exports",0.267,,,0.000455,,
1949,254,"French Guiana",01,"Imports",4.22,,,0.006776,,
1949,258,"French Polynesia",02,"Exports",9,,,0.015344,,
1949,258,"French Polynesia",01,"Imports",11,,,0.017662,,
1949,270,"Gambia",02,"Exports",7.095,,,0.012096,,
1949,270,"Gambia",01,"Imports",6.121,,,0.009828,,
1949,268,"Georgia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,268,"Georgia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,276,"Germany",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,276,"Germany",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,288,"Ghana",02,"Exports",185.94,,,0.317012,,
1949,288,"Ghana",01,"Imports",169.003,,,0.271356,,
1949,300,"Greece",02,"Exports",115,,,0.196065,,
1949,300,"Greece",01,"Imports",407.968,,,0.655045,,
1949,304,"Greenland",02,"Exports",3,,,0.005115,,
1949,304,"Greenland",01,"Imports",6,,,0.009634,,
1949,308,"Grenada",02,"Exports",4,,,0.00682,,
1949,312,"Guadeloupe",02,"Exports",20.611,,,0.03514,,
1949,312,"Guadeloupe",01,"Imports",21.057,,,0.03381,,
1949,316,"Guam",02,"Exports",2,,,0.00341,,
1949,316,"Guam",01,"Imports",11,,,0.017662,,
1949,320,"Guatemala",02,"Exports",52.23,,,0.089048,,
1949,320,"Guatemala",01,"Imports",67.98,,,0.109151,,
1949,324,"Guinea",02,"Exports",10,,,0.017049,,
1949,624,"Guinea-Bissau",02,"Exports",5,,,0.008525,,
1949,624,"Guinea-Bissau",01,"Imports",5.512,,,0.00885,,
1949,328,"Guyana",02,"Exports",28.97,,,0.049391,,
1949,328,"Guyana",01,"Imports",31.36,,,0.050352,,
1949,332,"Haiti",02,"Exports",35.36,,,0.060286,,
1949,332,"Haiti",01,"Imports",31.426,,,0.050458,,
1949,340,"Honduras",02,"Exports",54.9,,,0.0936,,
1949,340,"Honduras",01,"Imports",50,,,0.080281,,
1949,348,"Hungary",02,"Exports",387,,,0.659803,,
1949,348,"Hungary",01,"Imports",286,,,0.45921,,
1949,352,"Iceland",02,"Exports",31.049,,,0.052936,,
1949,352,"Iceland",01,"Imports",46.039,,,0.073922,,
1949,356,"India",02,"Exports",1197.21,,,2.041144,,
1949,356,"India",01,"Imports",1840.21,,,2.954693,,
1949,360,"Indonesia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,360,"Indonesia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,960,"Indonesia (...2002)",02,"Exports",527,,,0.898491,,
1949,960,"Indonesia (...2002)",01,"Imports",579,,,0.929659,,
1949,364,"Iran (Islamic Republic of)",02,"Exports",588.124,,,1.002703,,
1949,364,"Iran (Islamic Republic of)",01,"Imports",329,,,0.528252,,
1949,368,"Iraq",02,"Exports",98.758,,,0.168374,,
1949,368,"Iraq",01,"Imports",150.761,,,0.242066,,
1949,372,"Ireland",02,"Exports",225.583,,,0.3846,,
1949,372,"Ireland",01,"Imports",484.669,,,0.778198,,
1949,376,"Israel",02,"Exports",28.5,,,0.04859,,
1949,376,"Israel",01,"Imports",329.4,,,0.528894,,
1949,380,"Italy",02,"Exports",1121.43,,,1.911945,,
1949,380,"Italy",01,"Imports",1544.81,,,2.48039,,
1949,388,"Jamaica",02,"Exports",45.191,,,0.077047,,
1949,388,"Jamaica",01,"Imports",71.659,,,0.115058,,
1949,392,"Japan",02,"Exports",510,,,0.869508,,
1949,392,"Japan",01,"Imports",904.697,,,1.452607,,
1949,400,"Jordan",02,"Exports",12.627,,,0.021528,,
1949,400,"Jordan",01,"Imports",47.499,,,0.076266,,
1949,398,"Kazakhstan",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,398,"Kazakhstan",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,404,"Kenya",02,"Exports",52,,,0.088656,,
1949,404,"Kenya",01,"Imports",194,,,0.311492,,
1949,296,"Kiribati",01,"Imports",1,,,0.001606,,
1949,417,"Kyrgyzstan",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,417,"Kyrgyzstan",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,428,"Latvia",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,428,"Latvia",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,430,"Liberia",02,"Exports",16,,,0.027279,,
1949,434,"Libya",02,"Exports",7.817,,,0.013327,,
1949,434,"Libya",01,"Imports",22.707,,,0.036459,,
1949,440,"Lithuania",02,"Exports",,,"Not applicable",,,"Not applicable"
1949,440,"Lithuania",01,"Imports",,,"Not applicable",,,"Not applicable"
1949,450,"Madagascar",02,"Exports",54,,,0.092066,,
1949,450,"Madagascar",01,"Imports",87,,,0.13969,,
1949,454,"Malawi",02,"Exports",17.607,,,0.030018,,
1949,454,"Malawi",01,"Imports",21,,,0.033718,,
