Period,Period Label,Economy,Economy Label,Annual average growth rate,Annual average growth rate Footnote,Annual average growth rate Missing value,Annual average growth rate per capita,Annual average growth rate per capita Footnote,Annual average growth rate per capita Missing value
19952000,"1995 - 2000",132,"Cabo Verde",8.59974,,,6.86254,,
19952000,"1995 - 2000",116,"Cambodia",7.26647,,,2.72516,,
19952000,"1995 - 2000",120,"Cameroon",4.43035,,,1.69523,,
19952000,"1995 - 2000",124,"Canada",4.12483,,,3.15026,,
19952000,"1995 - 2000",136,"Cayman Islands",10.09882,,,5.95867,,
19952000,"1995 - 2000",140,"Central African Republic",3.01659,,,0.2583,,
19952000,"1995 - 2000",148,"Chad",3.13858,,,-0.51189,,
19952000,"1995 - 2000",152,"Chile",3.82549,,,2.48433,,
19952000,"1995 - 2000",156,"China",8.50727,,,7.65242,,
19952000,"1995 - 2000",344,"China, Hong Kong SAR",1.81063,,,0.16074,,
19952000,"1995 - 2000",446,"China, Macao SAR",-1.06848,,,-2.881,,
19952000,"1995 - 2000",158,"China, Taiwan Province of",5.78319,,,5.00914,,
19952000,"1995 - 2000",170,"Colombia",0.63992,,,-1.11707,,
19952000,"1995 - 2000",174,"Comoros",1.83546,,,0.05476,,
19952000,"1995 - 2000",178,"Congo",3.24683,,,0.58201,,
19952000,"1995 - 2000",184,"Cook Islands",1.69354,,,4.17771,,
19952000,"1995 - 2000",188,"Costa Rica",4.78415,,,2.54529,,
19952000,"1995 - 2000",384,"Cote d'Ivoire",3.68949,,,0.0815,,
19952000,"1995 - 2000",191,"Croatia",3.04364,,,4.40527,,
19952000,"1995 - 2000",192,"Cuba",4.01791,,,3.67153,,
19952000,"1995 - 2000",531,"Curacao",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",196,"Cyprus",4.332,,,,,"No value reported or collected"
19952000,"1995 - 2000",203,"Czechia",1.2687,,,1.41667,,
19952000,"1995 - 2000",200,"Czechoslovakia",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",408,"Dem. People's Rep. of Korea",-0.84182,,,-1.69264,,
19952000,"1995 - 2000",180,"Dem. Rep. of the Congo",-3.83434,,,-6.27095,,
19952000,"1995 - 2000",208,"Denmark",2.93791,,,2.53439,,
19952000,"1995 - 2000",262,"Djibouti",1.12871,,,-2.28449,,
19952000,"1995 - 2000",212,"Dominica",2.32134,,,2.60059,,
19952000,"1995 - 2000",214,"Dominican Republic",6.99167,,,5.20358,,
19952000,"1995 - 2000",218,"Ecuador",1.09147,,,-0.72335,,
19952000,"1995 - 2000",818,"Egypt",5.18385,,,2.94625,,
19952000,"1995 - 2000",222,"El Salvador",2.16718,,,1.53679,,
19952000,"1995 - 2000",226,"Equatorial Guinea",35.32884,,,29.91169,,
19952000,"1995 - 2000",232,"Eritrea",4.86804,,,2.94098,,
19952000,"1995 - 2000",233,"Estonia",6.03608,,,6.85332,,
19952000,"1995 - 2000",748,"Eswatini",2.45098,,,1.03417,,
19952000,"1995 - 2000",231,"Ethiopia",3.44216,,,0.22044,,
19952000,"1995 - 2000",230,"Ethiopia (...1991)",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",280,"Federal Republic of Germany",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",242,"Fiji",2.20013,,,1.11834,,
19952000,"1995 - 2000",246,"Finland",5.19666,,,4.91802,,
19952000,"1995 - 2000",250,"France",2.99775,,,2.55939,"France includes data for Guadeloupe, Martinique, Reunion, French Guiana and Mayotte. Since population figures refer to metropolitan France, the denominator and numerator are mismatched for GDP per capita.",
19952000,"1995 - 2000",258,"French Polynesia",2.99586,,,1.37633,,
19952000,"1995 - 2000",266,"Gabon",-0.22109,,,-2.72471,,
19952000,"1995 - 2000",270,"Gambia",4.05738,,,1.17428,,
19952000,"1995 - 2000",268,"Georgia",5.66129,,,8.42416,,
19952000,"1995 - 2000",276,"Germany",1.88848,,,2.0038,,
19952000,"1995 - 2000",288,"Ghana",4.43598,,,1.93917,,
19952000,"1995 - 2000",300,"Greece",3.69598,,,3.18434,,
19952000,"1995 - 2000",304,"Greenland",3.83614,,,3.71502,,
19952000,"1995 - 2000",308,"Grenada",7.03973,,,6.31691,,
19952000,"1995 - 2000",320,"Guatemala",4.09044,,,1.493,,
19952000,"1995 - 2000",324,"Guinea",4.5405,,,2.3168,,
19952000,"1995 - 2000",624,"Guinea-Bissau",-0.09465,,,-2.00721,,
19952000,"1995 - 2000",328,"Guyana",2.52385,,,2.34932,,
19952000,"1995 - 2000",332,"Haiti",6.9539,,,4.97481,,
19952000,"1995 - 2000",340,"Honduras",2.75118,,,-0.00094,,
19952000,"1995 - 2000",348,"Hungary",3.06636,,,3.33516,,
19952000,"1995 - 2000",352,"Iceland",5.492,,,4.42768,,
19952000,"1995 - 2000",356,"India",6.1476,,,4.11243,,
19952000,"1995 - 2000",360,"Indonesia",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",960,"Indonesia (...2002)",-0.57869,,,-2.10281,,
19952000,"1995 - 2000",364,"Iran (Islamic Republic of)",3.41366,,,2.0596,,
19952000,"1995 - 2000",368,"Iraq",24.44894,,,20.55607,,
19952000,"1995 - 2000",372,"Ireland",9.57075,,,8.44239,,
19952000,"1995 - 2000",376,"Israel",4.71877,,,2.00197,,
19952000,"1995 - 2000",380,"Italy",1.97466,,,1.99463,,
19952000,"1995 - 2000",388,"Jamaica",-0.17519,,,-1.01596,,
19952000,"1995 - 2000",392,"Japan",0.6505,,,0.43368,,
19952000,"1995 - 2000",400,"Jordan",3.2091,,,0.69113,,
19952000,"1995 - 2000",398,"Kazakhstan",1.93516,,,3.66033,,
19952000,"1995 - 2000",404,"Kenya",2.05851,,,-0.77654,,
19952000,"1995 - 2000",296,"Kiribati",1.63277,,,-0.12808,,
19952000,"1995 - 2000",412,"Kosovo",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",414,"Kuwait",2.17408,,,-0.88736,,
19952000,"1995 - 2000",417,"Kyrgyzstan",5.39714,,,4.06108,,
19952000,"1995 - 2000",418,"Lao People's Dem. Rep.",6.07697,,,4.05453,,
19952000,"1995 - 2000",428,"Latvia",5.43282,,,6.44652,,
19952000,"1995 - 2000",422,"Lebanon",1.18835,,,-0.5944,,
19952000,"1995 - 2000",426,"Lesotho",3.28178,,,2.73976,,
19952000,"1995 - 2000",430,"Liberia",39.18575,,,30.31741,,
19952000,"1995 - 2000",434,"Libya",1.03936,,,-0.50941,,
19952000,"1995 - 2000",438,"Liechtenstein",7.54549,,,6.15746,,
19952000,"1995 - 2000",440,"Lithuania",4.76318,,,5.51296,,
19952000,"1995 - 2000",442,"Luxembourg",5.99339,,,4.61671,,
19952000,"1995 - 2000",450,"Madagascar",3.90605,,,0.59316,,
19952000,"1995 - 2000",454,"Malawi",3.02758,,,0.81353,,
19952000,"1995 - 2000",458,"Malaysia",3.65075,,,1.15153,,
19952000,"1995 - 2000",462,"Maldives",6.92005,,,4.93054,,
19952000,"1995 - 2000",466,"Mali",10.76756,,,8.00007,,
19952000,"1995 - 2000",470,"Malta",5.10205,,,4.28129,,
19952000,"1995 - 2000",584,"Marshall Islands",-2.73603,,,-3.68277,,
19952000,"1995 - 2000",478,"Mauritania",1.45873,,,-1.01373,,
19952000,"1995 - 2000",480,"Mauritius",5.37665,,,4.37967,,
19952000,"1995 - 2000",484,"Mexico",5.45996,,,3.74474,,
19952000,"1995 - 2000",583,"Micronesia (Federated States of)",-0.15974,,,-0.47455,,
19952000,"1995 - 2000",492,"Monaco",2.99775,,,2.43451,,
19952000,"1995 - 2000",496,"Mongolia",2.93051,,,1.9135,,
19952000,"1995 - 2000",499,"Montenegro",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",500,"Montserrat",-15.73242,,,-6.99935,,
19952000,"1995 - 2000",504,"Morocco",3.43732,,,1.9187,,
19952000,"1995 - 2000",508,"Mozambique",9.64008,,,6.92465,,
19952000,"1995 - 2000",104,"Myanmar",7.90254,,,6.58643,,
19952000,"1995 - 2000",516,"Namibia",3.53521,,,0.94267,,
19952000,"1995 - 2000",520,"Nauru",-9.28091,,,-9.28804,,
19952000,"1995 - 2000",524,"Nepal",4.61421,,,2.57504,,
19952000,"1995 - 2000",528,"Netherlands (Kingdom of the)",4.43752,,,3.78392,,
19952000,"1995 - 2000",530,"Netherlands Antilles",-1.04108,,,-0.2789,,
19952000,"1995 - 2000",540,"New Caledonia",1.02415,,,-1.1159,,
19952000,"1995 - 2000",554,"New Zealand",2.94059,,,1.95565,,
19952000,"1995 - 2000",558,"Nicaragua",4.95233,,,3.32433,,
19952000,"1995 - 2000",562,"Niger",3.82274,,,0.36355,,
19952000,"1995 - 2000",566,"Nigeria",2.77426,,,0.11151,,
19952000,"1995 - 2000",807,"North Macedonia",3.00026,,,2.40427,,
19952000,"1995 - 2000",578,"Norway",3.55194,,,2.93335,,
19952000,"1995 - 2000",512,"Oman",4.7746,,,3.25236,,
19952000,"1995 - 2000",582,"Pacific Islands, Trust Territory",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",586,"Pakistan",3.0166,,,0.17413,,
19952000,"1995 - 2000",585,"Palau",1.06816,,,-1.14008,,
19952000,"1995 - 2000",591,"Panama",5.03319,,,2.95803,,
19952000,"1995 - 2000",590,"Panama, excluding Canal Zone",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",598,"Papua New Guinea",0.65839,,,-2.82047,,
19952000,"1995 - 2000",600,"Paraguay",0.05529,,,-2.08281,,
19952000,"1995 - 2000",604,"Peru",2.47709,,,0.67246,,
19952000,"1995 - 2000",608,"Philippines",3.25373,,,0.76719,,
19952000,"1995 - 2000",616,"Poland",5.25331,,,5.3137,,
19952000,"1995 - 2000",620,"Portugal",4.17993,,,3.66872,,
19952000,"1995 - 2000",630,"Puerto Rico",4.56057,,,3.90207,,
19952000,"1995 - 2000",634,"Qatar",12.08273,,,6.99908,,
19952000,"1995 - 2000",410,"Republic of Korea",4.93801,,,4.29786,,
19952000,"1995 - 2000",498,"Republic of Moldova",-2.68026,,,-1.86625,,
19952000,"1995 - 2000",642,"Romania",-0.8511,,,-0.30319,,
19952000,"1995 - 2000",643,"Russian Federation",1.15772,,,1.36585,,
19952000,"1995 - 2000",646,"Rwanda",14.50963,,,6.69533,,
19952000,"1995 - 2000",659,"Saint Kitts and Nevis",4.86223,,,3.47802,,
19952000,"1995 - 2000",662,"Saint Lucia",2.98578,,,1.59612,,
19952000,"1995 - 2000",670,"Saint Vincent and the Grenadines",4.38216,,,4.29611,,
19952000,"1995 - 2000",882,"Samoa",3.67273,,,2.85218,,
19952000,"1995 - 2000",674,"San Marino",6.13699,,,4.80706,,
19952000,"1995 - 2000",678,"Sao Tome and Principe",1.71714,,,0.39482,,
19952000,"1995 - 2000",682,"Saudi Arabia",1.2693,,,-2.58229,,
19952000,"1995 - 2000",686,"Senegal",4.68741,,,2.23003,,
19952000,"1995 - 2000",688,"Serbia",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",891,"Serbia and Montenegro",5.13964,,,6.17199,,
19952000,"1995 - 2000",690,"Seychelles",6.85757,,,5.48602,,
19952000,"1995 - 2000",694,"Sierra Leone",-9.617,,,-10.58729,,
19952000,"1995 - 2000",702,"Singapore",4.90951,,,2.16296,,
19952000,"1995 - 2000",534,"Sint Maarten (Dutch part)",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",703,"Slovakia",3.45885,,,3.35943,,
19952000,"1995 - 2000",705,"Slovenia",4.19448,,,4.23578,,
19952000,"1995 - 2000",090,"Solomon Islands",1.31468,,,-1.41252,,
19952000,"1995 - 2000",706,"Somalia",5.76998,,,1.74177,,
19952000,"1995 - 2000",710,"South Africa",2.47639,,,1.30404,,
19952000,"1995 - 2000",728,"South Sudan",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",724,"Spain",4.12908,,,3.6344,,
19952000,"1995 - 2000",144,"Sri Lanka",5.05794,,,3.10229,,
19952000,"1995 - 2000",275,"State of Palestine",7.55803,,,3.78972,,
19952000,"1995 - 2000",729,"Sudan",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",736,"Sudan (...2011)",6.50351,,,3.90763,,
19952000,"1995 - 2000",740,"Suriname",2.00407,,,-0.09067,,
19952000,"1995 - 2000",752,"Sweden",3.68277,,,3.58702,,
19952000,"1995 - 2000",756,"Switzerland",2.30352,,,1.91151,,
19952000,"1995 - 2000",760,"Syrian Arab Republic",3.47566,,,0.83205,,
19952000,"1995 - 2000",762,"Tajikistan",1.05956,,,0.05363,,
19952000,"1995 - 2000",835,"Tanganyika",4.12291,,,,,"No value reported or collected"
19952000,"1995 - 2000",836,"Zanzibar and Pemba Island",6.14784,,,,,"No value reported or collected"
19952000,"1995 - 2000",764,"Thailand",-0.24987,,,-1.52458,,
19952000,"1995 - 2000",626,"Timor-Leste",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",768,"Togo",1.78144,,,-1.24956,,
19952000,"1995 - 2000",776,"Tonga",1.51159,,,0.9896,,
19952000,"1995 - 2000",780,"Trinidad and Tobago",7.67054,,,7.27423,,
19952000,"1995 - 2000",788,"Tunisia",5.5272,,,4.19027,,
19952000,"1995 - 2000",792,"Turkiye",3.67467,,,2.24101,,
19952000,"1995 - 2000",795,"Turkmenistan",4.2635,,,2.43322,,
19952000,"1995 - 2000",796,"Turks and Caicos Islands",8.53924,,,3.90471,,
19952000,"1995 - 2000",798,"Tuvalu",6.89705,,,6.30399,,
19952000,"1995 - 2000",800,"Uganda",6.7069,,,3.55009,,
19952000,"1995 - 2000",804,"Ukraine",-1.91094,,,-1.09337,,
19952000,"1995 - 2000",810,"Union of Soviet Socialist Republics",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",784,"United Arab Emirates",5.92204,,,-1.57346,,
19952000,"1995 - 2000",826,"United Kingdom",3.687,,,3.36828,,
19952000,"1995 - 2000",834,"United Republic of Tanzania",4.1721,,,1.68217,,
19952000,"1995 - 2000",840,"United States",4.38561,,,3.38307,,
19952000,"1995 - 2000",841,"United States of America including Puerto Rico",4.38693,,,,,"No value reported or collected"
19952000,"1995 - 2000",858,"Uruguay",2.31019,,,1.81986,,
19952000,"1995 - 2000",860,"Uzbekistan",4.13446,,,2.51431,,
19952000,"1995 - 2000",548,"Vanuatu",2.3734,,,0.1959,,
19952000,"1995 - 2000",862,"Venezuela (Bolivarian Rep. of)",0.57069,,,-1.4214,,
19952000,"1995 - 2000",704,"Viet Nam",6.7286,,,5.26798,,
19952000,"1995 - 2000",887,"Yemen",7.33852,,,3.98824,,
19952000,"1995 - 2000",886,"Yemen, Arab Republic",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",720,"Yemen, Democratic",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",890,"Yugoslavia, Soc. Fed. Rep. of",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",894,"Zambia",3.25499,,,0.58201,,
19952000,"1995 - 2000",716,"Zimbabwe",-0.27752,,,-1.92908,,
19952000,"1995 - 2000",0002,"Special economies",,,"Not applicable",,,"Not applicable"
19952000,"1995 - 2000",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",2.99775,,,2.52462,,
19952000,"1995 - 2000",579,"Norway including Svalbard and Jan Mayen Islands",3.55194,,,2.93335,,
19952000,"1995 - 2000",757,"Switzerland including Liechtenstein",2.34804,,,1.95167,,
19952000,"1995 - 2000",926,"United Kingdom including Channel Islands and Isle of Man",3.687,,,3.36691,,
19952000,"1995 - 2000",842,"United States of America including Puerto Rico and United States Virgin Islands",4.38693,,,3.38929,,
19952000,"1995 - 2000",5600,"Asia and Oceania",3.70462,,,2.22355,,
19952000,"1995 - 2000",5702,"Northern America and Europe",3.60624,,,3.34138,,
19952000,"1995 - 2000",5706,"Europe, Northern America, Australia and New Zealand",3.61631,,,3.33336,,
19952000,"1995 - 2000",5703,"Central and Southern Asia",4.92234,,,2.8918,,
19952000,"1995 - 2000",5704,"Eastern and South-Eastern Asia",3.37456,,,2.35869,,
19952000,"1995 - 2000",5705,"Western Asia and Northern Africa",4.40935,,,2.26458,,
19952000,"1995 - 2000",1400,"Developing economies",4.44912,,,2.72101,,
19952000,"1995 - 2000",1410,"Developing economies: Africa",3.49104,,,0.92914,,
19952000,"1995 - 2000",1420,"Developing economies: Americas",2.96875,,,1.37585,,
19952000,"1995 - 2000",1460,"Developing economies: Asia and Oceania",5.42283,,,3.85889,,
19952000,"1995 - 2000",1430,"Developing economies: Asia",5.44087,,,3.87976,,
19952000,"1995 - 2000",1450,"Developing economies: Oceania",1.3819,,,-1.47763,,
19952000,"1995 - 2000",1500,"Developed economies",3.2973,,,2.99586,,
19952000,"1995 - 2000",1520,"Developed economies: Americas",4.36484,,,3.36525,,
19952000,"1995 - 2000",1560,"Developed economies: Asia and Oceania",1.78915,,,1.30337,,
19952000,"1995 - 2000",1530,"Developed economies: Asia",1.41383,,,1.00585,,
19952000,"1995 - 2000",1550,"Developed economies: Oceania",3.94774,,,2.83035,,
19952000,"1995 - 2000",1540,"Developed economies: Europe",2.89614,,,2.93717,,
19952000,"1995 - 2000",1600,"Developing economies excluding China",3.40821,,,1.37853,,
19952000,"1995 - 2000",1601,"Developing economies excluding LDCs",4.43584,,,2.84608,,
19952000,"1995 - 2000",1610,"LDCs (Least developed countries)",4.84333,,,2.21545,,
19952000,"1995 - 2000",1614,"LDCs: Africa",4.40806,,,1.46995,,
19952000,"1995 - 2000",1612,"LDCs: Asia",5.40932,,,3.23148,,
19952000,"1995 - 2000",1615,"LDCs: Islands and Haiti",6.08973,,,4.10358,,
19952000,"1995 - 2000",1620,"LLDCs (Landlocked developing countries)",3.06519,,,0.7649,,
19952000,"1995 - 2000",1640,"SIDS (Small island developing States) (UN-OHRLLS)",4.53908,,,3.01254,,
19952000,"1995 - 2000",1641,"SIDS: Atlantic and Indian Ocean",4.80212,,,3.22849,,
19952000,"1995 - 2000",1642,"SIDS: Caribbean",4.70728,,,3.59129,,
19952000,"1995 - 2000",1643,"SIDS: Pacific",4.25074,,,1.38108,,
19952000,"1995 - 2000",2623,"Low-income developing economies",3.71714,,,1.04187,,
19952000,"1995 - 2000",2622,"Middle-income developing economies",3.84233,,,1.82486,,
19952000,"1995 - 2000",2621,"High-income developing economies",4.70756,,,3.61776,,
19952000,"1995 - 2000",2711,"BRICS",5.29227,,,4.00927,,
19952000,"1995 - 2000",3412,"European Union (2020 …)",2.87833,,,2.80363,,
19952000,"1995 - 2000",3916,"G20 (Group of Twenty)",3.55727,,,2.3946,,
19952000,"1995 - 2000",3919,"G-77 (Group of 77)",4.4261,,,2.66819,,
19952000,"1995 - 2000",3905,"OECD (Organisation for Economic Cooperation and Development)",3.41501,,,2.71374,,
20002005,"2000 - 2005",0000,"World",3.20492,,,1.87063,,
20002005,"2000 - 2005",5100,"Africa",5.45688,,,2.82302,,
20002005,"2000 - 2005",5110,"Northern Africa",4.975,,,2.98922,,
20002005,"2000 - 2005",5120,"Sub-Saharan Africa",5.73818,,,2.92219,,
20002005,"2000 - 2005",5121,"Eastern Africa",4.4281,,,1.53705,,
20002005,"2000 - 2005",5122,"Middle Africa",7.08615,,,3.79858,,
20002005,"2000 - 2005",5123,"Southern Africa",3.80521,,,2.81419,,
20002005,"2000 - 2005",5124,"Western Africa",7.46828,,,4.51991,,
20002005,"2000 - 2005",5200,"Americas",2.58997,,,1.38681,,
20002005,"2000 - 2005",5210,"Northern America",2.61223,,,1.60744,,
20002005,"2000 - 2005",5220,"Latin America and the Caribbean",2.49945,,,1.17929,,
20002005,"2000 - 2005",5221,"Caribbean",2.77784,,,1.85609,,
20002005,"2000 - 2005",5222,"Central America",1.56053,,,0.0497,,
20002005,"2000 - 2005",5223,"South America",2.88297,,,1.59555,,
20002005,"2000 - 2005",5300,"Asia",5.16926,,,3.84334,,
20002005,"2000 - 2005",5310,"Central Asia",8.21851,,,6.96759,,
20002005,"2000 - 2005",5330,"Eastern Asia",5.0404,,,4.4403,,
20002005,"2000 - 2005",5350,"South-eastern Asia",5.33003,,,3.91276,,
20002005,"2000 - 2005",5320,"Southern Asia",6.08786,,,4.18751,,
20002005,"2000 - 2005",5340,"Western Asia",4.66343,,,2.38574,,
20002005,"2000 - 2005",5400,"Europe",2.09742,,,1.97918,,
20002005,"2000 - 2005",5410,"Eastern Europe",5.43933,,,5.84682,,
20002005,"2000 - 2005",5420,"Northern Europe",2.64238,,,2.21723,,
20002005,"2000 - 2005",5430,"Southern Europe",1.88398,,,1.25818,,
20002005,"2000 - 2005",5440,"Western Europe",1.07095,,,0.68759,,
20002005,"2000 - 2005",5500,"Oceania",3.5256,,,1.86664,,
20002005,"2000 - 2005",0001,"Individual economies",,,"Not applicable",,,"Not applicable"
20002005,"2000 - 2005",004,"Afghanistan",15.08789,,,10.34372,,
20002005,"2000 - 2005",008,"Albania",5.68732,,,6.28274,,
20002005,"2000 - 2005",012,"Algeria",5.37631,,,3.94208,,
20002005,"2000 - 2005",020,"Andorra",7.05151,,,3.35805,,
20002005,"2000 - 2005",024,"Angola",9.06361,,,5.31375,,
20002005,"2000 - 2005",660,"Anguilla",5.78637,,,3.89008,,
20002005,"2000 - 2005",028,"Antigua and Barbuda",4.01798,,,2.78332,,
20002005,"2000 - 2005",032,"Argentina",2.10635,,,1.04436,,
20002005,"2000 - 2005",051,"Armenia",12.7694,,,13.61263,,
20002005,"2000 - 2005",533,"Aruba",1.79408,,,0.62533,,
20002005,"2000 - 2005",036,"Australia",3.47427,,,2.26949,,
20002005,"2000 - 2005",040,"Austria",1.74411,,,1.20256,,
20002005,"2000 - 2005",031,"Azerbaijan",12.6644,,,11.55557,,
20002005,"2000 - 2005",044,"Bahamas",1.33971,,,0.13127,,
20002005,"2000 - 2005",048,"Bahrain",5.28764,,,-1.66103,,
20002005,"2000 - 2005",050,"Bangladesh",5.3961,,,3.8722,,
20002005,"2000 - 2005",052,"Barbados",1.27303,,,0.73481,,
20002005,"2000 - 2005",112,"Belarus",7.54845,,,8.26867,,
20002005,"2000 - 2005",056,"Belgium",1.95745,,,1.51367,,
20002005,"2000 - 2005",084,"Belize",5.81421,,,2.69183,,
20002005,"2000 - 2005",204,"Benin",3.95998,,,0.81165,,
20002005,"2000 - 2005",060,"Bermuda",2.31445,,,1.93358,,
20002005,"2000 - 2005",064,"Bhutan",7.94991,,,5.7307,,
20002005,"2000 - 2005",068,"Bolivia (Plurinational State of)",3.08692,,,1.37011,,
20002005,"2000 - 2005",070,"Bosnia and Herzegovina",4.4846,,,4.80343,,
20002005,"2000 - 2005",072,"Botswana",3.47742,,,1.59743,,
20002005,"2000 - 2005",076,"Brazil",2.94938,,,1.73332,,
20002005,"2000 - 2005",092,"British Virgin Islands",-0.83044,,,-3.89982,,
20002005,"2000 - 2005",096,"Brunei Darussalam",2.18488,,,0.26281,,
20002005,"2000 - 2005",100,"Bulgaria",5.72659,,,6.54689,,
20002005,"2000 - 2005",854,"Burkina Faso",6.193,,,2.93869,,
20002005,"2000 - 2005",108,"Burundi",2.08124,,,-1.13125,,
20002005,"2000 - 2005",132,"Cabo Verde",6.50205,,,5.0686,,
20002005,"2000 - 2005",116,"Cambodia",8.98968,,,7.35706,,
20002005,"2000 - 2005",120,"Cameroon",4.96212,,,2.15475,,
20002005,"2000 - 2005",124,"Canada",2.57017,,,1.57543,,
20002005,"2000 - 2005",136,"Cayman Islands",2.10458,,,-1.20607,,
20002005,"2000 - 2005",140,"Central African Republic",-0.96539,,,-3.16861,,
20002005,"2000 - 2005",148,"Chad",15.69743,,,11.27251,,
20002005,"2000 - 2005",152,"Chile",4.42162,,,3.32163,,
20002005,"2000 - 2005",156,"China",9.79553,,,9.11667,,
20002005,"2000 - 2005",344,"China, Hong Kong SAR",4.24218,,,3.63267,,
20002005,"2000 - 2005",446,"China, Macao SAR",12.40677,,,9.57838,,
20002005,"2000 - 2005",158,"China, Taiwan Province of",4.46413,,,4.0085,,
20002005,"2000 - 2005",170,"Colombia",3.70283,,,2.15925,,
20002005,"2000 - 2005",174,"Comoros",2.22819,,,0.20602,,
20002005,"2000 - 2005",178,"Congo",0.85293,,,-2.21955,,
20002005,"2000 - 2005",184,"Cook Islands",2.75624,,,3.52279,,
20002005,"2000 - 2005",188,"Costa Rica",3.96843,,,2.34785,,
20002005,"2000 - 2005",384,"Cote d'Ivoire",-0.19524,,,-2.66823,,
20002005,"2000 - 2005",191,"Croatia",4.78253,,,4.8053,,
20002005,"2000 - 2005",192,"Cuba",4.6317,,,4.34268,,
20002005,"2000 - 2005",531,"Curacao",,,"Not applicable",,,"Not applicable"
